koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_eccen,koi_impact,koi_num_transits,koi_model_snr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_kepmag,koi_gmag,koi_rmag,koi_jmag
CONFIRMED,6.84978728,4.919,1.3920e+02,0.013842,1.83,0.0739,75.35,1081,322.19,0,0.954,182,17,0,0,0,0,6056,4.332,1.209,1.147,,14.881,15.215,14.829,13.878
CANDIDATE,80.769893,4.2,1.2850e+02,0.01003,1.87,0.3625,89.94,475,12.07,0,0.158,16,6.7,0,0,0,0,4965,3.961,1.708,0.973,,13.026,13.849,12.936,11.513
FALSE POSITIVE,1.111362442,6.24,1.3390e+02,0.011357,2.86,0.0238,56.15,2820,14894.75,0,0.715,1213,36.8,1,0,1,0,6486,3.872,2.308,1.446,,12.845,13.15,12.787,11.827
CONFIRMED,28.9060526,3.099,9.9000e+01,0.010783,0.79,0.165,88.68,414,6.94,0,0.863,48,13.3,0,0,0,0,4657,4.641,0.67,0.748,,12.485,13.383,12.398,10.846
CONFIRMED,8.10503551,4.459,2.0990e+02,0.013451,1.45,0.0805,88.47,959,199.74,0,0.353,172,16.5,0,0,0,0,6201,4.472,0.989,1.058,,15.353,15.774,15.304,14.221
CONFIRMED,8.82715783,2.019,3.6860e+02,0.017452,1.67,0.0829,89.57,797,95.25,0,0.249,127,11.1,0,0,0,0,5550,4.539,0.878,0.972,,15.247,15.819,15.221,13.998
FALSE POSITIVE,143.196381,10.424,6.1810e+02,0.057329,6.64,0.5141,88.07,380,4.95,0,1.017,8,17.4,0,0,1,0,6007,4.333,1.06,0.882,,14.034,14.501,13.995,12.848
FALSE POSITIVE,9.089151782,3.1886,1.1010e+02,0.009711,4.35,0.1058,89.89,1848,2754.19,0,0.043,117,7.1,0,0,1,0,6729,3.493,4.099,1.907,,12.972,13.226,12.917,12.162
FALSE POSITIVE,1.87886973,3.876,1.8190e+02,0.013001,1.04,0.0277,77.19,1236,553.59,0,0.657,715,23.9,0,0,0,1,5448,4.613,0.734,0.815,,13.907,14.469,13.866,12.678
FALSE POSITIVE,0.979161676,2.942,1.6020e+02,0.012122,1.03,0.0184,72.9,1548,1357.43,0,0.634,1365,20.2,0,0,1,1,5390,4.591,0.78,0.875,,15.278,15.901,15.225,13.942
CANDIDATE,225.26213,14.459,3.8920e+02,0.018148,2.36,0.7193,89.82,329,2.77,0,0.349,7,24.6,0,0,0,0,5799,4.276,1.191,0.977,,13.841,14.278,13.789,12.664
FALSE POSITIVE,0.855922327,1.514,1.3090e+02,0.01048,0.87,0.0159,89.89,1658,1782.11,0,0.009,1566,21.1,0,1,1,0,5437,4.539,0.759,0.727,,14.663,15.261,14.636,13.291
FALSE POSITIVE,25.9528725,12.434,1.6410e+02,0.012663,1.53,0.1797,86.16,697,55.82,0,0.741,41,16.9,0,0,1,1,6370,4.41,1.106,1.148,,13.812,14.174,13.763,12.859
CANDIDATE,2.31482311,2.127,5.8600e+01,0.006844,0.69,0.0322,89.54,1237,554.4,0,0.067,579,14.2,0,0,0,0,5240,4.428,0.923,0.833,,13.506,14.17,13.423,12.046
FALSE POSITIVE,0.952374508,3.006,2.0480e+02,0.012572,1.13,0.0175,89.7,1435,1006.13,0,0.013,1408,33,0,1,1,1,4754,4.508,0.821,0.791,,15.611,16.562,15.538,13.975
FALSE POSITIVE,0.936751792,5.658,2.6400e+01,0.006508,2.07,0.0239,13.9,3814,50168.18,0,0.991,1439,23,1,0,0,0,7843,3.829,2.909,2.081,,13.205,13.332,13.163,12.489
FALSE POSITIVE,393.34331,9.481,1.7500e+03,0.03754,2.27,0.8785,89.95,140,0.09,0,0.2607,,21.2,1,0,0,0,3994,4.717,0.554,0.583,,15.646,16.923,15.674,13.614
FALSE POSITIVE,0.621361411,1.0628,4.5000e+01,0.0062,1.12,0.0148,89.78,2913,17004.65,0,0.017,2149,24.6,0,0,1,0,6234,4.046,1.66,1.116,,12.696,13.054,12.644,11.639
FALSE POSITIVE,250.2376074,16.58,,,,,,,,,,,,1,0,0,0,,,,,,15.974,16.799,15.901,14.369
CANDIDATE,10.778313,5.256,9.0700e+01,0.009117,1.25,0.0973,87.36,1067,306.18,0,0.591,125,12.5,0,0,0,0,6726,4.262,1.258,1.054,,13.264,13.678,13.207,12.268
FALSE POSITIVE,0.594310785,0.9994,1.1250e+02,0.009817,0.91,0.0135,87.98,2068,4338.76,0,0.161,2256,15.7,0,0,1,0,5931,4.554,0.845,0.933,,15.349,15.857,15.305,14.111
CONFIRMED,27.2106807,10.515,9.9400e+01,0.012111,1.73,0.1724,80.02,725,65.27,0,0.973,51,16.9,0,0,0,0,5973,4.171,1.305,0.922,,13.694,14.16,13.662,12.593
FALSE POSITIVE,4.31978105,7.204,6.5800e+01,0.00811,3.87,0.0581,75.63,2111,4693.13,0,0.7702,628,23.5,1,0,0,0,5519,3.303,4.368,1.397,,12.846,13.505,12.854,11.44
CANDIDATE,4.32710895,1.387,1.0890e+02,0.16744,26.6,0.0484,72.1,1397,900.23,0,1.158,310,12.9,0,0,0,0,5776,4.018,1.455,0.804,,13.404,13.9,13.366,12.079
CANDIDATE,2.90512019,2.293,6.1200e+01,0.007269,0.57,0.0351,87.31,1075,314.96,0,0.417,381,13.2,0,0,0,0,5374,4.555,0.721,0.68,,13.851,14.42,13.809,12.536
CONFIRMED,14.2651545,3.601,6.6300e+01,0.00749,1.06,0.117,89.29,853,125.45,0,0.353,95,13.9,0,0,0,0,5825,4.237,1.291,1.049,,12.515,12.951,12.462,11.429
CANDIDATE,5.04404366,1.682,2.3650e+02,0.01411,1.47,0.0581,89.8,1078,318.92,0,0.08,257,11.6,0,0,0,0,6039,4.493,0.951,1.027,,15.744,16.228,15.678,14.531
CONFIRMED,11.17931581,3.103,9.0600e+01,0.008869,1.81,0.1074,89.15,1159,426.61,0,0.381,95,12,0,0,0,0,6292,4.014,1.873,1.324,,13.352,13.693,13.296,12.386
FALSE POSITIVE,1.284991846,2.274,2.9100e+01,0.005074,1.17,0.0243,82.78,2491,9065.72,0,0.485,1038,15.3,0,0,1,0,6060,3.852,2.106,1.151,,12.923,13.378,12.89,11.811
CANDIDATE,1.166960319,1.6823,9.7800e+01,0.008944,0.88,0.0219,89.65,1596,1534.29,0,0.033,1152,17.9,0,0,0,0,5632,4.537,0.904,1.026,,14.391,14.883,14.351,13.251
FALSE POSITIVE,324.18028,18.15,8.7900e+01,0.009248,2.2,0.9789,89.56,382,5.01,0,0.733,4,10.9,1,0,1,0,5792,3.835,2.183,1.19,,12.092,12.521,12.015,10.982
FALSE POSITIVE,0.530959357,2.417,8.4400e+01,0.008401,0.69,0.0121,78.33,1852,2764.64,0,0.348,1262,22,0,1,1,1,5325,4.607,0.75,0.84,,15.049,15.663,14.99,13.635
CANDIDATE,0.701944362,0.641,2.1080e+02,0.013524,0.8,0.0125,89.52,1227,535.78,0,0.07,1906,17.1,0,0,0,0,4236,4.698,0.539,0.528,,15.397,16.615,15.346,13.411
CANDIDATE,3.05772668,1.819,3.1100e+02,0.015465,1.23,0.037,89.97,878,141.1,0,0.007,422,13.7,0,0,0,0,4483,4.57,0.731,0.723,,15.745,16.873,15.73,13.785
CANDIDATE,9.9092109,2.552,9.4200e+02,0.030624,2.35,0.0828,87.92,693,54.54,0,0.755,115,6.4,0,0,0,0,5396,4.632,0.702,0.784,,15.96,16.623,15.927,14.497
FALSE POSITIVE,0.996864568,1.098,8.6700e+01,0.009016,0.77,0.0177,83.2,1588,1505.33,0,0.644,1345,21.4,0,1,1,0,5418,4.524,0.782,0.746,,13.681,14.238,13.615,12.363
FALSE POSITIVE,0.673684895,1.161,5.1100e+01,0.006769,0.7,0.0147,81.77,2001,3803.56,0,0.547,1982,7,0,0,1,0,5645,4.453,0.951,0.936,,14.42,14.983,14.348,13.107
CONFIRMED,56.644452,16.551,1.0460e+02,0.009727,2.44,0.323,88.47,733,68.37,0,0.579,19,21.8,0,0,0,0,6237,3.862,2.295,1.399,,12.561,13.04,12.506,11.584
FALSE POSITIVE,1.710319812,2.983,4.3600e+01,0.006258,0.56,0.0263,81.39,1426,978.84,0,0.559,784,19.1,0,0,1,1,5774,4.524,0.825,0.831,,13.388,13.778,13.335,12.262
FALSE POSITIVE,5.62978034,5.847,3.7920e+02,0.017539,1.61,0.061,89.39,899,154.59,0,0.08,203,19.1,1,0,1,0,5497,4.57,0.839,0.952,,15.993,16.653,15.928,14.598
FALSE POSITIVE,1.050852976,1.6788,4.1694e+04,0.420227,45.89,0.0203,75.38,1791,2423.97,0,1.111,588,143,0,1,0,0,5780,4.438,1,1,,17.172,17.774,17.133,16.22
CANDIDATE,6.39269778,2.138,1.7430e+02,0.011795,1.21,0.0638,89.97,890,148.31,0,0.011,209,11.3,0,0,0,0,5248,4.416,0.943,0.844,,14.93,15.545,14.852,13.574
FALSE POSITIVE,1.540398683,1.5676,7.3000e+01,0.007891,12.65,0.0321,86,4689,114263.25,0,0.47,802,4.8,0,0,1,1,4971,2.373,14.678,1.854,,13.254,14.042,13.227,11.635
CONFIRMED,3.0570982,3.571,1.4400e+02,0.011032,0.99,0.04,89.1,1202,493.09,0,0.104,350,15.7,0,0,0,0,6021,4.57,0.819,0.922,,14.803,15.244,14.765,13.697
FALSE POSITIVE,365.25921,13.74,5.2900e+02,0.020993,2.39,1.0104,89.95,268,1.23,0,0.0035,,12.8,1,0,0,0,5993,4.415,1.042,1.031,,15.413,15.915,15.366,14.197
CANDIDATE,7.87845756,3.912,4.4100e+01,0.00628,0.78,0.0751,87.49,989,226.11,0,0.562,163,10.5,0,0,0,0,5767,4.287,1.135,0.91,,13.455,13.791,13.421,12.414
FALSE POSITIVE,372.72688,12.751,3.3170e+02,0.019959,3.52,1.1166,89.38,326,2.67,0,0.9082,,17,1,0,0,0,6148,4.147,1.615,1.334,,13.473,13.796,13.407,12.352
FALSE POSITIVE,9.9398272,4.1198,4.7860e+02,0.989789,101.71,0.0917,67.43,819,106.5,0,1.973,110,4.3,0,0,1,0,5798,4.507,0.941,1.038,,15.579,16.177,15.513,14.337
FALSE POSITIVE,0.866346,2.011,1.1640e+02,0.010075,1.24,0.0183,82.45,2165,5186.18,0,0.409,1234,13.9,1,0,0,1,6241,4.366,1.131,1.079,,13.789,14.177,13.689,12.663
FALSE POSITIVE,0.885129679,3.156,1.7730e+02,0.012834,1.21,0.0178,69.3,1780,2373.06,0,0.651,1485,21.2,0,1,1,1,5792,4.547,0.864,0.959,,15.766,16.342,15.705,14.406
FALSE POSITIVE,56.898749,3.522,5.1400e+02,0.021547,6.33,0.3608,89.95,1107,355.22,0,0.4491,,6.2,1,0,0,0,9189,3.864,2.692,1.933,,11.96,,11.96,11.537
FALSE POSITIVE,0.438153876,1.3885,1.6480e+02,0.138008,14,0.0113,21.15,2407,8008.07,0,1.124,1525,33.4,1,1,1,0,6032,4.508,0.929,1.014,,14.84,15.305,14.784,13.631
FALSE POSITIVE,398.40957,11.486,8.8030e+02,0.027263,3.33,1.0914,89.95,279,1.44,0,0.1165,,11,1,0,0,0,6251,4.378,1.119,1.089,,15.244,15.645,15.187,14.224
FALSE POSITIVE,0.696286519,3.194,1.2080e+02,0.014139,1.34,0.0152,23.45,1969,3537.89,0,0.985,1482,19.7,1,0,1,1,5904,4.543,0.867,0.958,,15.034,15.524,14.989,13.858
CONFIRMED,5.79179934,3.474,1.1850e+02,0.011738,1.69,0.0654,81.51,1222,528.14,0,0.896,233,17.7,0,0,0,0,6174,4.244,1.318,1.109,,13.96,14.382,13.91,12.888
CONFIRMED,129.945392,5.786,5.0010e+02,0.024432,1.18,0.3855,89.36,177,0.23,0,0.909,8,13.1,0,0,0,0,3751,4.8,0.443,0.452,,14.625,16.049,14.679,12.473
CANDIDATE,27.9040511,5.346,3.0020e+02,0.018051,2.19,0.1891,87.79,677,49.53,0,0.854,36,12.8,0,0,0,0,6325,4.409,1.112,1.157,,15.212,15.611,15.145,14.156
FALSE POSITIVE,1.39772545,4.129,1.8130e+02,0.012957,1.58,0.0252,72.72,1763,2275.72,0,0.644,621,17.9,0,0,1,0,6006,4.38,1.114,1.084,,15.012,15.512,14.917,13.826
FALSE POSITIVE,12.4246697,44.07,4.2400e+02,0.972824,168.91,0.1099,14.9,1099,344.8,0,1.9583,112,116.9,0,1,0,1,6550,4.094,1.59,1.144,,13.398,13.758,13.374,12.355
FALSE POSITIVE,383.00806,9.71,6.3210e+02,0.022812,2.2,1.0256,89.95,235,0.72,0,0.0358,,7.6,1,0,0,0,5750,4.538,0.882,0.98,,15.371,15.879,15.304,14.163
FALSE POSITIVE,0.847588864,2.246,6.7100e+01,0.007737,0.91,0.0182,78.82,2144,5000.82,0,0.507,1578,21.3,0,0,1,0,6335,4.427,1.072,1.12,,14.263,14.641,14.213,13.178
FALSE POSITIVE,331.81534,10.56,3.7030e+02,0.01763,1.84,0.9508,89.95,267,1.2,0,0.1599,,7.8,1,0,0,0,6029,4.494,0.956,1.04,,15.027,15.491,14.973,13.899
FALSE POSITIVE,1.75649346,3.429,2.7500e+01,0.004865,1.62,0.0345,86.41,2745,13425.76,0,0.242,766,13.3,0,0,0,1,6619,3.718,3.05,1.771,,13.306,13.534,13.241,12.043
CANDIDATE,0.644322147,0.893,1.0766e+03,0.365023,24.39,0.0124,53.29,1592,1516.94,0,1.3275,,79.6,0,0,0,0,5136,4.648,0.612,0.608,,14.999,15.665,14.983,13.527
FALSE POSITIVE,1.8912501,7.648,7.3100e+02,0.270995,23.5,0.0274,23.83,1159,427.26,0,1.24,332,31.6,0,0,1,1,4883,4.523,0.794,0.767,,16.159,17.076,16.116,14.588
CANDIDATE,17.8075656,1.643,1.5110e+03,0.03662,3.92,0.1331,89.64,742,71.56,0,0.474,9,11.8,0,0,0,0,6194,4.45,0.981,0.988,,15.574,16.064,15.551,14.362
FALSE POSITIVE,0.996023763,5.412,9.8300e+01,0.156122,18.36,0.0197,10.91,1991,3727.96,0,1.147,1352,21.3,0,0,1,0,6110,4.387,1.077,1.029,,14.705,15.192,14.65,13.564
FALSE POSITIVE,36.616669,8.62,2.3740e+02,0.015407,1.68,0.2163,89.38,548,21.35,0,0.3646,,3.4,1,0,1,0,5780,4.438,1,1,,13.482,14.345,13.447,12.653
CANDIDATE,333.03842,5.948,1.2600e+03,0.032328,3.19,0.9462,89.95,247,0.89,0,0.2184,,7,0,0,0,0,5743,4.534,0.903,1.018,,15.954,16.536,15.894,14.645
CANDIDATE,3.75030469,3.246,3.5500e+01,0.005966,0.87,0.0475,82.34,1374,842.07,0,0.77,255,10.3,0,0,0,0,5866,4.191,1.339,1.016,,13.313,13.728,13.264,12.222
CANDIDATE,0.259819659,0.6513,2.3150e+02,0.021215,1.22,0.0065,45.08,1559,1410.9,0,0.972,2180,24.1,0,0,0,0,3939,4.736,0.526,0.55,,15.174,16.499,15.164,13.044
FALSE POSITIVE,0.566795467,4.712,3.8200e+01,0.00578,0.67,0.0129,62.87,2254,6076.99,0,0.504,2374,25.8,1,0,1,1,5642,4.337,1.056,0.886,,13.867,14.417,13.812,12.6
CANDIDATE,4.72693131,4.036,2.6200e+01,0.004665,0.61,0.0569,89.58,1203,495.58,0,0.065,283,11.5,0,0,0,0,5950,4.323,1.196,1.1,,12.788,13.153,12.741,11.729
CANDIDATE,10.0989634,6.428,5.7000e+01,0.007123,1.03,0.0948,87.06,1016,251.36,0,0.529,122,8.9,0,0,0,0,6174,4.244,1.318,1.109,,13.96,14.382,13.91,12.888
FALSE POSITIVE,3.67515329,7.083,5.6000e+01,0.007374,0.71,0.0461,75.28,1150,414.64,0,0.73,296,16.7,0,0,1,1,5968,4.534,0.881,0.97,,13.997,14.459,13.984,12.901
FALSE POSITIVE,0.715825886,1.212,4.0600e+01,0.005801,0.58,0.0153,88.75,1920,3196.46,0,0.099,1488,11,0,0,1,0,5640,4.486,0.909,0.924,,13.467,13.989,13.395,12.239
CONFIRMED,26.5487294,7.968,1.4200e+02,0.010812,2.54,0.1784,89.52,836,115.61,0,0.21,52,15.3,0,0,0,0,5456,3.802,2.154,1.074,,13.961,14.631,13.924,12.489
FALSE POSITIVE,0.492291661,0.894,1.1076e+03,0.043614,3.42,0.0108,61.56,1788,2415.37,0,0.957,843,62,0,1,0,0,4971,4.566,0.718,0.693,,15.986,16.782,15.935,14.45
FALSE POSITIVE,1.6911935,9.479,2.8010e+03,0.058199,6.36,0.0278,42.41,1528,1292.5,0,0.903,20,26.7,1,0,1,0,5780,4.438,1,1,,12.95,,12.95,15.402
FALSE POSITIVE,2.42803503,3.045,7.3800e+01,0.007946,0.85,0.036,89.47,1516,1249.87,0,0.057,439,8.8,0,0,1,1,6609,4.484,0.974,1.073,,14.049,14.328,14.013,13.144
FALSE POSITIVE,372.94844,13.879,2.5350e+02,0.014785,1.34,0.9809,89.95,233,0.7,0,0.4268,,17.1,1,0,0,0,5763,4.559,0.827,0.903,,13.962,14.444,13.911,12.747
FALSE POSITIVE,0.787120016,3.1648,2.6550e+02,0.276999,23.81,0.0147,16.66,1972,3579.78,0,1.263,1365,43.3,0,1,1,1,6112,4.481,0.787,0.684,,14.964,15.405,14.936,13.77
CANDIDATE,13.12297275,2.234,4.3700e+01,0.007074,1.29,0.1149,87.65,1030,266.05,0,0.885,104,12.9,0,0,0,0,6134,4.065,1.665,1.173,,11.265,11.57,11.216,10.314
CONFIRMED,6.28384079,4.291,3.5700e+01,0.005442,0.73,0.0674,89.49,1108,356.49,0,0.101,208,14.9,0,0,0,0,5888,4.275,1.227,1.036,,12.4,12.759,12.341,11.331
FALSE POSITIVE,21.131609,13.66,7.3500e+01,0.008573,0.94,0.1499,89.38,659,44.45,0,0.0731,,6.5,1,0,0,0,5780,4.438,1,1,,13.482,14.345,13.447,12.653
FALSE POSITIVE,81.675841,11.53,1.4340e+02,0.011975,1.31,0.3692,89.38,420,7.33,0,0.3455,,7,1,0,0,0,5780,4.438,1,1,,13.482,14.345,13.447,12.653
FALSE POSITIVE,28.5463574,9.29,1.5330e+02,0.012382,1.35,0.1832,89.38,596,29.76,0,0.2411,,10.1,1,0,0,0,5780,4.438,1,1,,13.482,14.345,13.447,12.653
CANDIDATE,22.7909233,9.565,5.3600e+01,0.007715,1.38,0.1711,84.61,862,130.75,0,0.871,62,19.4,0,0,0,0,6311,4.116,1.642,1.286,,11.638,11.931,11.583,10.661
FALSE POSITIVE,72.563291,3.088,3.3230e+02,0.018229,1.99,0.3412,89.95,436,8.58,0,0.4863,,6.4,1,0,0,0,5780,4.438,1,1,,13.482,14.345,13.447,12.653
CONFIRMED,174.510276,6.689,1.5300e+03,0.035188,1.74,0.4836,89.99,186,0.28,0,0.024,7,14.8,0,0,0,0,4367,4.822,0.452,0.496,,15.873,16.842,15.808,14.188
CANDIDATE,0.681180633,0.8844,1.5640e+02,0.011435,2.97,0.0146,86.88,2782,14116.16,0,0.31,1962,16.6,0,0,0,0,4939,3.635,2.377,0.889,,15.069,15.804,15.032,13.505
FALSE POSITIVE,15.705388,4.871,2.8370e+02,0.016299,3.3,0.1437,88.24,1181,459.41,0,0.6449,,10.6,1,0,0,0,7454,4.107,1.853,1.602,,13.362,13.527,13.307,12.585
FALSE POSITIVE,7.65270746,79.8969,6.4110e+02,0.030516,3.21,0.0766,20.63,989,226.81,0,0.97,146,254.3,1,0,0,0,6328,4.481,0.963,1.026,,13.099,13.422,13.054,12.17
CONFIRMED,2.27164952,4.054,8.2400e+01,0.008338,0.97,0.0351,89.87,1522,1269.46,0,0.01,589,12.7,0,0,0,0,6274,4.434,1.062,1.115,,15.332,15.79,15.298,14.191
FALSE POSITIVE,3.84835742,10.18,8.4200e+01,0.008886,0.77,0.0458,73.2,1051,288.62,0,0.671,346,32.8,0,0,1,0,5709,4.57,0.798,0.863,,13.656,14.153,13.607,12.458
CANDIDATE,369.13236,10.34,2.1590e+02,0.013526,2.14,1.0352,89.95,328,2.73,0,0.0824,,11.9,0,0,0,0,6282,4.151,1.449,1.084,,13.665,14.076,13.633,12.553
FALSE POSITIVE,1.0388961,4.755,6.0080e+02,0.720625,114.1,0.0225,14.9,2494,9145.54,0,1.7017,,14.7,0,0,1,0,7043,4.264,1.45,1.406,,12.114,12.279,12.059,11.418
FALSE POSITIVE,293.76887,4.68,4.6200e+02,0.021349,1.97,0.8263,89.95,271,1.28,0,0.753,,4,1,0,0,0,6074,4.522,0.847,0.871,,15.099,15.559,15.071,13.945
FALSE POSITIVE,1.87885327,3.302,1.2090e+02,0.010341,0.97,0.0291,82.35,1406,922.49,0,0.513,716,12.1,0,0,1,1,5851,4.534,0.863,0.93,,13.689,14.163,13.636,12.526
FALSE POSITIVE,0.785473311,1.3911,3.3960e+02,0.016954,1.61,0.0155,84.56,1769,2325.64,0,0.389,1703,57,0,1,1,0,5356,4.466,0.871,0.81,,14.333,14.983,14.294,12.98
FALSE POSITIVE,5.2438982,7.881,1.6220e+02,0.012243,1.24,0.0577,80.85,1026,262.14,0,0.644,222,18.7,0,0,1,1,5804,4.473,0.927,0.932,,15.563,16.116,15.519,14.214
CANDIDATE,9.08745206,3.786,3.5100e+01,0.005459,0.73,0.0862,88.87,980,217.95,0,0.341,138,11.7,0,0,0,0,5888,4.275,1.227,1.036,,12.4,12.759,12.341,11.331
FALSE POSITIVE,441.877824,6.647,1.3000e+03,0.570375,39.55,0.9718,89.38,158,0.15,0,1.5335,,15.2,0,1,1,0,4437,4.629,0.635,0.627,,15.05,16.102,14.998,13.253
FALSE POSITIVE,2.9761504,6.079,2.5950e+02,0.014077,1.02,0.0352,89.05,811,102.54,0,0.064,454,8.3,0,0,0,1,4236,4.612,0.664,0.657,,15.104,16.37,15.12,13.021
CONFIRMED,64.0019669,4.724,1.1125e+03,0.032595,2.48,0.2826,89.49,322,2.55,0,0.701,22,14.2,0,0,0,0,4652,4.617,0.697,0.734,,15.856,16.91,15.796,14.083
CONFIRMED,4.83809469,1.096,1.5440e+03,0.036066,0.79,0.0316,89.98,354,3.7,0,0.014,70,11.3,0,0,0,0,3187,5.091,0.2,0.18,,17.058,18.174,17.041,13.285
FALSE POSITIVE,361.91436,8.68,2.2820e+02,0.014722,1.84,0.987,89.95,297,1.84,0,0.6901,,13,1,0,0,0,6247,4.309,1.147,0.978,,13.971,14.397,13.912,12.761
CONFIRMED,9.3281912,3.991,4.5200e+01,0.006063,0.59,0.085,89.86,788,91.02,0,0.044,149,13.7,0,0,0,0,5525,4.514,0.888,0.939,,12.897,13.346,12.813,11.693
CANDIDATE,106.957467,7.006,5.3960e+02,0.022719,2.4,0.4483,89.53,394,5.7,0,0.705,12,11.7,0,0,0,0,6075,4.486,0.969,1.048,,15.716,16.197,15.662,14.473
FALSE POSITIVE,0.629001455,1.263,1.4700e+01,0.003604,0.81,0.016,84.2,3375,30567.67,0,0.365,2127,9.4,0,0,1,0,6739,3.948,2.059,1.375,,11.283,11.499,11.211,10.413
CONFIRMED,2.71603664,1.744,9.8500e+01,0.009258,1.05,0.0396,87.67,1360,807.43,0,0.44,494,13.1,0,0,0,0,6011,4.452,1.041,1.119,,14.801,15.226,14.751,13.649
CANDIDATE,75.8781344,1.383,1.0540e+03,0.031915,3.39,0.3378,89.87,417,7.18,0,0.705,17,11.9,0,0,0,0,5579,4.413,0.972,0.893,,15.183,15.771,15.131,13.873
FALSE POSITIVE,374.59003,15.19,2.6790e+02,0.014807,1.34,0.946,89.95,227,0.62,0,0.0624,,6.6,1,0,0,0,5497,4.508,0.827,0.806,,14.878,15.458,14.826,13.573
CANDIDATE,147.661729,6.207,1.0878e+03,0.029669,1.59,0.4401,90,176,0.23,0,0.002,7,13.2,0,0,0,0,3788,4.774,0.49,0.52,,15.645,17.167,15.783,13.339
CANDIDATE,13.00291716,3.058,2.2530e+02,0.01467,1.28,0.1037,88.32,710,60.11,0,0.701,109,14,0,0,0,0,5796,4.575,0.8,0.882,,14.634,15.15,14.593,13.436
FALSE POSITIVE,319.30633,6.74,1.5520e+02,0.011406,1.26,0.9383,89.99,279,1.44,0,0.092,5,7.2,1,0,0,0,6095,4.459,1.014,1.08,,13.327,13.732,13.247,12.237
CANDIDATE,42.0292298,8.499,3.7370e+02,0.017546,2.33,0.2422,89.98,578,26.46,0,0.015,23,14.5,0,0,0,0,5850,4.297,1.217,1.072,,15.085,15.578,15.019,13.845
FALSE POSITIVE,1.75254087,4.098,4.2500e+01,0.00621,1.41,0.0305,78.5,2423,8141.84,0,0.5574,764,17.7,0,0,1,1,6660,3.894,2.074,1.23,,12.58,12.895,12.546,11.644
CANDIDATE,0.505111993,0.4053,2.1280e+02,0.018445,1.58,0.0119,81.27,1886,2970.58,0,0.841,2642,18.7,0,0,0,0,5262,4.59,0.783,0.875,,15.544,16.215,15.471,14.188
FALSE POSITIVE,0.646745436,1.188,1.1560e+02,0.012277,1.49,0.0154,58.91,2373,7468.24,0,0.942,1484,14.3,0,1,1,0,6325,4.409,1.112,1.157,,15.212,15.611,15.145,14.156
CONFIRMED,3.38557445,1.879,1.2190e+02,0.010068,1.63,0.0432,89.47,1476,1122.9,0,0.129,396,13.1,0,0,0,0,5718,4.069,1.48,0.936,,13.767,14.346,13.742,12.477
FALSE POSITIVE,2.754024,4.15,1.7220e+02,0.012927,1.68,0.0395,78.5,1553,1374.41,0,0.7277,,13.8,0,0,1,0,6419,4.321,1.188,1.073,,14.059,14.412,14.02,13.044
FALSE POSITIVE,1.975208831,1.513,7.6300e+01,0.008328,1.59,0.0326,86.18,2064,4299.89,0,0.559,676,15.1,0,0,1,0,6401,4.029,1.744,1.185,,13.609,14.027,13.559,12.538
FALSE POSITIVE,0.960843605,3.22,1.4170e+02,0.155362,19.15,0.0197,19.29,1904,3120.32,0,1.143,1390,25.5,1,0,1,1,5708,4.378,1.129,1.112,,14.92,15.531,14.839,13.633
FALSE POSITIVE,4.206109,5.16,1.2000e+02,0.010435,0.91,0.047,83.15,999,235.01,0,0.607,324,11.9,0,0,1,1,5480,4.522,0.802,0.78,,15.316,15.945,15.275,13.926
FALSE POSITIVE,0.962590772,1.2569,1.0216e+03,0.271721,31.51,0.0198,54.79,2026,3989.37,0,1.236,674,90.4,0,1,0,0,6274,4.434,1.062,1.115,,14.843,15.257,14.795,13.709
CONFIRMED,13.3997555,3.534,1.6730e+02,0.012052,1.51,0.1168,89.21,886,145.65,0,0.375,99,13.6,0,0,0,0,6401,4.389,1.15,1.183,,14.924,15.284,14.869,13.921
CANDIDATE,2.49385348,1.414,4.6900e+01,0.006317,0.59,0.0333,88.52,1251,579.64,0,0.331,538,12.3,0,0,0,0,5615,4.477,0.85,0.79,,13.03,13.404,12.977,11.901
FALSE POSITIVE,0.776950288,1.288,3.9600e+02,0.01823,1.72,0.0163,89.43,1882,2974.07,0,0.047,1459,25.8,1,0,1,0,5861,4.546,0.865,0.957,,15.832,16.363,15.768,14.54
FALSE POSITIVE,5.93725628,3.639,1.1560e+02,0.009854,0.86,0.0577,88.3,891,148.97,0,0.351,225,17.1,0,0,1,1,5428,4.494,0.799,0.727,,14.702,14.702,14.079,12.789
CANDIDATE,18.22211768,2.044,2.3180e+03,0.071242,7.45,0.1291,88.18,620,34.99,0,0.973,19,15.2,0,0,0,0,5162,4.411,0.958,0.862,,16.084,16.956,15.977,14.595
CONFIRMED,4.56383697,2.271,2.0180e+02,0.013,1.22,0.051,88.56,980,218.18,0,0.365,288,9.9,0,0,0,0,5408,4.496,0.861,0.848,,15.448,16.085,15.381,14.04
CANDIDATE,16.5340022,4.063,8.9200e+01,0.008904,1.17,0.1278,88.88,819,106.21,0,0.525,73,9.3,0,0,0,0,6052,4.285,1.202,1.015,,13.268,13.567,13.221,12.303
